PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus,score
0907227090,7200,1Story,5,8,1972,Ex,Y,864,3,0,297,3,2006,119900,864,1,0,1,0,34,2,Detached,Cinder Block,N,Regular,1Story,5,6,11.694413341,0,
0908102320,17755,1Story,5,4,1959,TA,Y,1466,3,2,528,11,2006,149900,1466,1,1,1.1,240,47,4,Attached,Cinder Block,Y,Regular,1Story,5,4,11.917723684,0,
0908130020,8050,1Story,6,5,2002,Ex,Y,914,2,0,0,4,2006,117250,914,2,0,2,32,4,2,NA,Concrete/Slab,,Regular,1Story,6,5,11.672063686,0,
0909101330,8088,1Story,2,3,1922,TA,N,498,1,0,216,2,2006,35000,498,1,0,1,0,84,1,Detached,Brick/Tile/Stone,N,Regular,1Story,4,4,10.46310334,0,
0909428110,15750,1Story,5,5,1953,TA,Y,1336,2,2,375,6,2006,157000,1165,2,0,2,0,53,3,Attached,Cinder Block,Y,Regular,1Story,5,5,11.964001084,0,
0910200060,7000,1.5Fin,6,7,1926,Ex,Y,1285,3,0,506,5,2006,145400,861,1,1,1.1,96,80,2,Detached,Concrete/Slab,N,Regular,1.5Fin,6,6,11.887243844,0,
0910203100,8534,1Story,4,4,1925,TA,N,672,2,0,0,6,2006,72000,432,1,0,1,0,81,3,NA,Brick/Tile/Stone,N,Regular,1Story,4,4,11.184421398,0,
0911175360,11040,1.5Fin,4,6,1920,Gd,Y,1336,3,0,570,9,2006,108000,637,1,1,1.1,47,86,4,,Cinder Block,N,Regular,1.5Fin,4,6,11.589886506,0,
0923203100,4500,1Story,6,5,1998,Ex,Y,1337,2,0,405,3,2006,153500,1237,3,0,3,199,8,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.941455846,0,
0923276100,8885,1Story,5,5,1983,TA,Y,902,2,0,484,6,2006,131000,864,2,0,2,164,23,3,Attached,Cinder Block,N,Irregular,1Story,5,5,11.782952602,0,
